-179	-1280
-178	-1280
-177	-1280
-176	-1280
-175	-1280
-174	-1280
-173	-1280
-172	-1280
-171	-1280
-170	-1280
-169	-1280
-168	-1280
-167	-1280
-166	-1280
-165	-1280
-164	-1280
-163	-1280
-162	-1280
-161	-1280
-160	-1280
-159	-1280
-158	-1280
-157	-1280
-156	-1280
-155	-1280
-154	-1280
-153	-1280
-152	-1280
-151	-1280
-150	-1280
-149	-1280
-148	-1280
-147	-1280
-146	-1280
-145	-1280
-144	-1280
-143	-1280
-142	-1280
-141	-1280
-140	-1280
-139	-1280
-138	-1280
-137	-1280
-136	-1280
-135	-1280
-134	-1280
-133	-1280
-132	-1280
-131	-1280
-130	-1280
-129	-1280
-128	-1280
-127	-1280
-126	-1280
-125	-1280
-124	-1280
-123	-1280
-122	-1280
-121	-1280
-120	-1280
-119	-1280
-118	-1280
-117	-1280
-116	-1280
-115	-1280
-114	-1280
-113	-1280
-112	-1280
-111	-1280
-110	-1280
-109	-1280
-108	-1280
-107	-1280
-106	-1280
-105	-1280
-104	-1280
-103	-1280
-102	-1280
-101	-1280
-100	-1280
-99	-1280
-98	-1280
-97	-1280
-96	-1280
-95	-1280
-94	-1280
-93	-1280
-92	-1280
-91	-1280
-90	-1109.18
-89	-1108.45
-88	-1107.8
-87	-1106.92
-86	-1105.91
-85	-1104.47
-84	-1102.65
-83	-1100.09
-82	-1096.92
-81	-1093.44
-80	-1088.98
-79	-1083.33
-78	-1075.93
-77	-1067.07
-76	-1056.53
-75	-1044.24
-74	-1029.2
-73	-1011.11
-72	-989.17
-71	-963.16
-70	-932.83
-69	-898.43
-68	-860.46
-67	-821.68
-66	-782.95
-65	-746.24
-64	-713.76
-63	-685.81
-62	-662.68
-61	-642.92
-60	-626.16
-59	-612.85
-58	-603.94
-57	-600.53
-56	-603.87
-55	-614.99
-54	-633.36
-53	-650.21
-52	-662.86
-51	-675.88
-50	-692.46
-49	-704.94
-48	-712.71
-47	-697.06
-46	-649.57
-45	-583.17
-44	-529.17
-43	-493.34
-42	-470.29
-41	-454.97
-40	-445.09
-39	-438.6
-38	-433.37
-37	-428.97
-36	-428.96
-35	-437.52
-34	-459.03
-33	-495.71
-32	-547.44
-31	-607.67
-30	-655.48
-29	-671.59
-28	-654.63
-27	-593.66
-26	-523.24
-25	-460.55
-24	-413.97
-23	-380.04
-22	-356.67
-21	-344.97
-20	-344.24
-19	-353.37
-18	-376.09
-17	-416.11
-16	-477.68
-15	-566.43
-14	-661.74
-13	-684.16
-12	-609.38
-11	-506.35
-10	-438.74
-9	-395.18
-8	-365.1
-7	-347.59
-6	-342.42
-5	-346.32
-4	-360.01
-3	-391.9
-2	-443.89
-1	-518.67
0	-616.89
1	-733.36
2	-664.76
3	-540.06
4	-453.87
5	-392
6	-350.11
7	-324.75
8	-313.25
9	-313.64
10	-325.23
11	-351.17
12	-397.45
13	-463.66
14	-551.58
15	-685.02
16	-738.5
17	-618.3
18	-526.16
19	-462.12
20	-413.83
21	-379.12
22	-357.43
23	-344.51
24	-339.71
25	-344.46
26	-359.25
27	-385.24
28	-425.21
29	-487.46
30	-585.43
31	-679.67
32	-703.25
33	-640.57
34	-529.74
35	-454.63
36	-406.24
37	-377.49
38	-364.19
39	-360.91
40	-365.51
41	-378.11
42	-397.43
43	-420.58
44	-447.18
45	-480
46	-517.33
47	-560.59
48	-600.56
49	-630.84
50	-661.81
51	-697.51
52	-723.64
53	-736.74
54	-743.28
55	-751.93
56	-762.55
57	-755.42
58	-714.78
59	-657.73
60	-608.34
61	-573.7
62	-552.45
63	-541.91
64	-542.89
65	-551.84
66	-573.7
67	-602.46
68	-638.65
69	-682.21
70	-729.4
71	-777.96
72	-824.27
73	-861.21
74	-894.87
75	-922.97
76	-943.76
77	-965.45
78	-984.22
79	-1004.46
80	-1018.81
81	-1028.79
82	-1037.03
83	-1044.75
84	-1052.8
85	-1060.26
86	-1067.31
87	-1072.04
88	-1075.5
89	-1079.76
90	-1084.56
91	-1280
92	-1280
93	-1280
94	-1280
95	-1280
96	-1280
97	-1280
98	-1280
99	-1280
100	-1280
101	-1280
102	-1280
103	-1280
104	-1280
105	-1280
106	-1280
107	-1280
108	-1280
109	-1280
110	-1280
111	-1280
112	-1280
113	-1280
114	-1280
115	-1280
116	-1280
117	-1280
118	-1280
119	-1280
120	-1280
121	-1280
122	-1280
123	-1280
124	-1280
125	-1280
126	-1280
127	-1280
128	-1280
129	-1280
130	-1280
131	-1280
132	-1280
133	-1280
134	-1280
135	-1280
136	-1280
137	-1280
138	-1280
139	-1280
140	-1280
141	-1280
142	-1280
143	-1280
144	-1280
145	-1280
146	-1280
147	-1280
148	-1280
149	-1280
150	-1280
151	-1280
152	-1280
153	-1280
154	-1280
155	-1280
156	-1280
157	-1280
158	-1280
159	-1280
160	-1280
161	-1280
162	-1280
163	-1280
164	-1280
165	-1280
166	-1280
167	-1280
168	-1280
169	-1280
170	-1280
171	-1280
172	-1280
173	-1280
174	-1280
175	-1280
176	-1280
177	-1280
178	-1280
179	-1280
180	-1280
